2018-10-11 11:24:26,832: agent_0             : MainProcess                     : MainThread     : INFO    : python.interpreter   version: 2.7.15 |Anaconda, Inc.| (default, Oct 10 2018, 21:32:13) [GCC 7.3.0]
2018-10-11 11:24:26,837: agent_0             : MainProcess                     : MainThread     : INFO    :                      pid/tid: 62424/MainThread
2018-10-11 11:24:27,012: agent_0             : MainProcess                     : MainThread     : INFO    : using database mongodb://aymenfja:123456789@ds127490.mlab.com:27490/radicallab
2018-10-11 11:24:27,014: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_rice.json
2018-10-11 11:24:27,017: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for rice.davinci_ssh
2018-10-11 11:24:27,017: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for rice.davinci_ssh (None)
2018-10-11 11:24:27,017: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for rice.biou_ssh
2018-10-11 11:24:27,018: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for rice.biou_ssh (None)
2018-10-11 11:24:27,018: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_iu.json
2018-10-11 11:24:27,021: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for iu.bigred2_ccm_ssh
2018-10-11 11:24:27,021: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for iu.bigred2_ccm_ssh (None)
2018-10-11 11:24:27,021: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for iu.bigred2_aprun
2018-10-11 11:24:27,022: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for iu.bigred2_aprun (None)
2018-10-11 11:24:27,022: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_aliases.json
2018-10-11 11:24:27,022: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_chameleon.json
2018-10-11 11:24:27,024: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for chameleon.cloud_vm_yarn
2018-10-11 11:24:27,024: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for chameleon.cloud_vm_yarn (None)
2018-10-11 11:24:27,024: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_futuregrid.json
2018-10-11 11:24:27,032: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for futuregrid.delta_ssh
2018-10-11 11:24:27,033: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for futuregrid.delta_ssh (None)
2018-10-11 11:24:27,033: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for futuregrid.india_ssh
2018-10-11 11:24:27,033: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for futuregrid.india_ssh (None)
2018-10-11 11:24:27,033: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for futuregrid.echo_ssh
2018-10-11 11:24:27,033: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for futuregrid.echo_ssh (None)
2018-10-11 11:24:27,033: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for futuregrid.xray_ccm
2018-10-11 11:24:27,034: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for futuregrid.xray_ccm (None)
2018-10-11 11:24:27,034: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for futuregrid.bravo_ssh
2018-10-11 11:24:27,034: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for futuregrid.bravo_ssh (None)
2018-10-11 11:24:27,034: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for futuregrid.xray_aprun
2018-10-11 11:24:27,034: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for futuregrid.xray_aprun (None)
2018-10-11 11:24:27,035: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_nersc.json
2018-10-11 11:24:27,044: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for nersc.edison_ccm_ssh
2018-10-11 11:24:27,044: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for nersc.edison_ccm_ssh (None)
2018-10-11 11:24:27,044: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for nersc.hopper_orte
2018-10-11 11:24:27,045: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for nersc.hopper_orte (None)
2018-10-11 11:24:27,045: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for nersc.hopper_ccm_ssh
2018-10-11 11:24:27,045: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for nersc.hopper_ccm_ssh (24)
2018-10-11 11:24:27,045: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for nersc.edison_aprun
2018-10-11 11:24:27,046: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for nersc.edison_aprun (None)
2018-10-11 11:24:27,046: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for nersc.hopper_aprun
2018-10-11 11:24:27,046: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for nersc.hopper_aprun (24)
2018-10-11 11:24:27,046: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for nersc.edison_orte
2018-10-11 11:24:27,047: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for nersc.edison_orte (None)
2018-10-11 11:24:27,047: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_ncar.json
2018-10-11 11:24:27,050: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for ncar.cheyenne_mpirun
2018-10-11 11:24:27,050: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for ncar.cheyenne_mpirun (None)
2018-10-11 11:24:27,050: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for ncar.yellowstone_ssh
2018-10-11 11:24:27,050: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for ncar.yellowstone_ssh (None)
2018-10-11 11:24:27,050: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_lrz.json
2018-10-11 11:24:27,052: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for lrz.supermuc_ssh
2018-10-11 11:24:27,052: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for lrz.supermuc_ssh (None)
2018-10-11 11:24:27,052: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_osg.json
2018-10-11 11:24:27,056: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for osg.xsede-virt-clust
2018-10-11 11:24:27,056: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for osg.xsede-virt-clust (None)
2018-10-11 11:24:27,056: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for osg.connect
2018-10-11 11:24:27,057: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for osg.connect (None)
2018-10-11 11:24:27,057: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_das4.json
2018-10-11 11:24:27,058: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for das4.fs2_ssh
2018-10-11 11:24:27,059: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for das4.fs2_ssh (None)
2018-10-11 11:24:27,059: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_yale.json
2018-10-11 11:24:27,060: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for yale.grace_ssh
2018-10-11 11:24:27,061: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for yale.grace_ssh (None)
2018-10-11 11:24:27,061: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_stfc.json
2018-10-11 11:24:27,062: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for stfc.joule_runjob
2018-10-11 11:24:27,063: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for stfc.joule_runjob (None)
2018-10-11 11:24:27,063: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_lumc.json
2018-10-11 11:24:27,066: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for lumc.gb-ui_ssh
2018-10-11 11:24:27,066: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for lumc.gb-ui_ssh (None)
2018-10-11 11:24:27,066: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for lumc.shark_ssh
2018-10-11 11:24:27,067: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for lumc.shark_ssh (None)
2018-10-11 11:24:27,067: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_vtarc_dt.json
2018-10-11 11:24:27,068: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for vtarc_dt.stampede_ssh
2018-10-11 11:24:27,069: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for vtarc_dt.stampede_ssh (None)
2018-10-11 11:24:27,069: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_radical.json
2018-10-11 11:24:27,073: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for radical.two
2018-10-11 11:24:27,073: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for radical.two (None)
2018-10-11 11:24:27,074: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for radical.tutorial
2018-10-11 11:24:27,074: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for radical.tutorial (None)
2018-10-11 11:24:27,074: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations for radical.one
2018-10-11 11:24:27,074: agent_0             : MainProcess                     : MainThread     : DEBUG   : read rcfg for radical.one (None)
2018-10-11 11:24:27,074: agent_0             : MainProcess                     : MainThread     : INFO    : Load resource configurations from /home/ksiddhan/radical.pilot.sandbox/rp.session.smic002.ksiddhan.017815.0019/pilot.0000/rp_install/lib/python2.7/site-packages/radical/pilot/configs/resource_fub.json
